stname,fips,trump,clinton,totalvotes,white,poverty,population
Illinois,17119,70490,50587,130179,88.0327892594899,13.273832928053627,265598
Illinois,17121,11859,4369,17074,93.34151161998227,15.830063954425755,38066
Illinois,17123,3785,1789,5984,96.04985213350233,9.825646311088207,11898
Illinois,17125,4058,2014,6486,97.64911957223195,15.053925635417453,13706
Illinois,17127,4846,1558,6683,90.69146569369049,20.63888888888889,14469
Illinois,17129,4231,1817,6515,97.06338537896805,9.664854337417838,12399
Illinois,17131,4807,3071,8525,96.85161080377482,10.2,15630
Illinois,17133,12629,5535,19354,97.38299904489016,4.750304506699147,33878
Illinois,17135,8630,3504,12978,93.36212481105592,15.970934413200622,29079
Illinois,17137,9076,4696,14800,90.58998981521897,15.713471404142124,34194
Illinois,17139,4455,1481,6283,97.85753524995422,9.987550145248306,14599
Illinois,17141,14352,8050,24193,89.9607346421786,10.212673439538285,51168
Illinois,17143,35633,38060,78503,75.27448770564428,15.152643956789333,185296
Illinois,17145,6855,2462,9853,85.872978946144,15.635920787885205,21382
Illinois,17147,5634,2645,9008,97.59893633661818,6.768240864392376,16526
Illinois,17149,5754,1413,7530,95.84346135148274,16.411263916175507,15882
Illinois,17151,1678,375,2142,90.90665953463493,18.227848101265824,4295
Illinois,17153,1675,962,2735,65.9730162359936,21.11368909512761,5603
Illinois,17155,1767,1147,3111,94.29690901175447,8.020050125313283,5717
Illinois,17157,10023,3439,14194,84.25268592688204,13.678675477865415,32597
Illinois,17159,5739,1584,7684,96.68080247920405,14.361907209870198,15858
Illinois,17161,26998,32298,63994,77.26451521484996,15.56451670563337,145472
Illinois,17163,53857,60756,120580,65.64982507201451,15.409518270815159,263120
Illinois,17165,8276,2572,11384,93.8593717056715,20.414679836512263,24253
Illinois,17167,49944,40907,98373,84.19468204158295,13.805820034866567,197591
Illinois,17169,2524,1075,3828,93.62745098039215,12.065679519132091,7053
Illinois,17171,1966,535,2608,97.93762575452716,11.534603811434303,5055
Illinois,17173,8229,2288,11010,98.04116477604958,11.741965533302283,21727
Illinois,17175,1778,751,2743,97.61291832436227,11.519434628975265,5506
Illinois,17177,11083,7768,20343,87.18906171037116,15.448879755176803,45540
Illinois,17179,38707,20685,64400,95.46625351021594,8.777367399002399,133967
Illinois,17181,5790,2402,8537,93.59230484646689,17.4043555032372,17115
Illinois,17183,19087,10039,30570,82.31259514528999,20.217043941411454,78560
Illinois,17185,4047,1151,5464,95.92178770949721,13.450035186488387,11511
Illinois,17187,4275,2987,7807,87.67377890119694,13.564204719583206,17307
Illinois,17189,5571,1448,7427,97.45656457101917,9.275237273511648,14210
Illinois,17191,6967,1048,8261,97.19268063809821,13.938650306748466,16573
Illinois,17193,5640,1412,7335,97.39692363702558,16.1629245826137,14088
Illinois,17195,12615,11035,25582,87.71797852697804,11.894527722593462,56541
Illinois,17197,132720,151927,300904,67.72607934086768,7.154396186440678,689731
Illinois,17199,21570,8581,31852,91.67630276951074,15.949502677888294,67640
Illinois,17201,55624,55713,118376,75.13656952006222,15.598891738185594,286088
Illinois,17203,13207,5092,19864,96.78835096791754,6.612678463439645,38933
Indiana,18001,9648,2805,13090,94.81989424983477,15.184950449412307,35232
Indiana,18003,83930,55382,147137,78.61525713889405,15.013972044919369,369972
Indiana,18005,20640,9841,32490,85.22685326357347,11.663439315385096,81873
Indiana,18007,2579,860,3666,94.27292374189564,11.478097915202623,8655
Indiana,18009,3350,1243,4839,97.58372191606614,12.835570469798657,12075
Indiana,18011,19654,10181,32178,93.0586559516976,7.007913421538269,64239
Indiana,18013,5016,2518,7945,97.13535254042517,10.948211497997692,15008
Indiana,18015,6273,1892,8643,95.68881685575364,10.297320569315707,19967
Indiana,18017,9701,3759,14209,84.59368334136104,12.523238582783241,38013
Indiana,18019,30035,18808,51147,86.71136882640039,10.466873389527013,115800
Indiana,18021,8531,2306,11282,97.517220873185,14.169211146755305,26203
Indiana,18023,8531,2819,11936,87.20538720538721,13.713468869123252,32267
Indiana,18025,3015,1323,4593,97.5544794188862,17.22419246621298,10581
Indiana,18027,8545,1800,10768,94.06126989560157,14.246854811288678,32997
Indiana,18029,18113,4883,23987,97.46151627199538,8.20306072075037,49471
Indiana,18031,8490,2121,11127,95.95626778493336,11.548606598111547,26641
Indiana,18033,12054,3942,16902,96.44402926981161,8.98096889923733,42620
Indiana,18035,24263,18153,45123,89.3514769191424,21.64224351021855,115483
Indiana,18037,13365,5389,19984,93.28125972490197,6.550218340611353,42456
Indiana,18039,41867,20740,65630,80.2730648851593,13.23231512866283,204146
Indiana,18041,6839,2252,9530,96.73690614457165,17.815412892214784,23257
Indiana,18043,21432,13945,37425,90.95908490981083,10.264721057296697,76723
Indiana,18045,5662,1476,7492,96.72784068723155,13.226860701732749,16477
Indiana,18047,8669,1969,11013,97.81156415572448,10.727935294640476,22725
Indiana,18049,6010,1960,8374,93.76796446302586,12.472239047042196,20137
Indiana,18051,11081,3721,15484,95.82587722710652,10.765010667479427,33579
Indiana,18053,17008,7010,25312,88.28222482701251,20.3486021957411,66802
Indiana,18055,10277,2929,13801,97.85600636435959,16.106706933434,32223
Indiana,18057,87404,57263,154256,86.32838854959826,4.7519148367215704,316296
Indiana,18059,25074,8904,36181,94.23059843330905,7.3110812220361785,73781
Indiana,18061,12943,4783,18558,97.17891853108081,10.187332738626226,39679
Indiana,18063,48337,22600,75559,87.3821932408503,5.765784218341953,160336
Indiana,18065,13895,5124,20155,94.7733918128655,16.175058613375015,48364
Indiana,18067,23675,11215,36843,88.53858733253664,14.803357284592725,82339
Indiana,18069,11649,3506,16043,96.15249225570261,11.07843417182994,36368
Indiana,18071,12859,3843,17573,91.63401844373456,13.14881297046902,43933
Indiana,18073,9382,3329,13378,93.50118017309205,9.373357652950814,33389
Indiana,18075,5697,1889,7986,96.53246002696976,13.900695517774341,21040
Indiana,18077,8546,4326,13544,94.77960513404247,13.392474359397157,32249
Indiana,18079,8224,2364,11150,96.8059433114087,12.732930624199156,27622
Indiana,18081,45456,17318,66500,91.8241541469257,7.586438402148373,151543
Indiana,18083,11077,3772,15516,93.64150113363337,16.984362515694556,37542
Indiana,18085,23935,6313,32084,91.10418656078807,10.363534893379537,78927
Indiana,18087,7025,2080,9566,95.28269429259528,9.956821883806914,39133
Indiana,18089,75625,116935,201205,58.34533404301882,16.607846904340274,486592
Indiana,18091,22687,19798,45203,82.76169936459348,15.67577494466407,110208
Indiana,18093,14035,4210,19152,97.22918367921606,13.719048896040045,45575
Indiana,18095,32376,18595,53909,87.59291930144508,17.520266040052363,129325
Indiana,18097,130360,212899,362372,61.64847498250303,18.877357282813183,944034
Indiana,18099,12288,4798,18082,90.3941522144188,11.977223640290594,46652
Indiana,18101,3697,881,4809,98.02130898021308,12.426154000200262,10202
Indiana,18103,9975,2766,13482,90.0283185840708,15.724239995066904,36067
Indiana,18105,20592,34216,58454,85.51996274601112,23.7544572677428,145692
Indiana,18107,11059,3362,15156,94.27466675711426,11.31064130819253,38323
Indiana,18109,23674,6040,31280,97.38460675627675,10.530441599163835,69557
Indiana,18111,4077,1404,5795,92.88055353241079,12.16413551401869,14049
Indiana,18113,12198,3904,16890,90.25895347854265,11.38200922054251,47442
Indiana,18115,2118,686,2921,97.7291841883936,10.076857386848847,5888
Indiana,18117,5803,2048,8192,96.56918259942708,16.32642323476797,19481
Indiana,18119,6153,1946,8557,97.59153982517269,13.761378571776275,20922
Indiana,18121,4863,1441,6582,95.36408864767074,16.317062013984184,16957
Indiana,18123,4556,3062,8055,94.94828161494829,14.8891295673488,19010
Indiana,18125,4398,1297,5977,97.57831821929102,11.442663378545006,12428
Indiana,18127,38832,33676,77190,86.1235617577746,7.77800147641098,167438
Indiana,18129,8404,3521,12467,97.23631978292548,8.70463029147804,25632
Indiana,18131,3854,1327,5459,95.88817467605347,11.54186439314727,12611
Indiana,18133,10637,3356,14715,92.46454196562657,12.6143952510512,37265
Indiana,18135,7517,2446,10458,96.4362006981712,15.426136363636363,25059
Indiana,18137,9806,2471,12810,96.85922082734979,12.183315077205753,28408
Indiana,18139,5292,1525,7214,97.16929776810017,13.907891522110921,16633
Indiana,18141,52021,52252,110060,78.08697600561135,16.2407676650189,269613
Indiana,18143,6074,2642,9101,96.4885496183206,15.827399845586342,23707
Indiana,18145,12718,4247,17994,94.47804133395961,12.29451581710181,44228
Indiana,18147,6572,2861,9979,96.43620364550597,9.065920581161341,20493
Indiana,18149,6367,2489,9226,95.68040654997176,16.126074998908628,22992
Indiana,18151,10133,3744,14566,95.53568155994576,10.688167436736942,34388
Indiana,18153,6138,2113,8559,92.34758487607792,14.225670869705787,20737
Indiana,18155,2558,930,3699,96.17506897416604,17.168209876543212,10647
Indiana,18157,30768,27282,62515,79.44753231098909,17.56717811566971,188674
Indiana,18159,5589,1587,7510,96.37565916129573,8.481038057655006,15154
Indiana,18161,2445,715,3291,97.10530989167111,12.796408025817316,7168
Indiana,18163,40496,28530,72507,87.21355265007732,17.449533716747247,181775
Indiana,18165,4513,2081,6939,97.82070331847449,13.271283519916688,15611
Indiana,18167,21937,15931,39818,87.19132915536433,17.8426692397542,107669
Indiana,18169,9821,3018,13468,95.91574208072036,11.486395925479158,31551
Indiana,18171,2898,839,3930,97.61904761904762,9.104496201270393,8174
Indiana,18173,19113,9086,29589,94.07877909455196,7.489937678525059,62049
Indiana,18175,8209,2636,11382,97.88488535329903,14.29462026476952,27748
Indiana,18177,16028,8322,25579,91.10356667502556,17.018775663730683,66591
Indiana,18179,10005,2586,13185,96.19531658195982,9.732831402361025,27840
Indiana,18181,6893,2590,10053,92.85482123510292,10.899147907923185,24101
Indiana,18183,11358,3379,15623,97.04933328149905,8.97735906397204,33484
Iowa,19001,2461,1133,3811,97.63464337700145,10.707567645782087,7010
Iowa,19003,1395,565,2106,97.42445054945054,12.342981977061715,3716
Iowa,19005,4093,2421,6923,93.58914365933552,13.185677371723884,13869
Iowa,19007,4033,1814,6136,96.86149413459559,18.73932492883286,12497
Iowa,19009,2136,1080,3412,98.15268194969953,11.109107303877366,5635
Iowa,19011,8232,4678,13844,97.73806484554505,7.783557972727989,25641
Iowa,19013,27476,32233,64405,85.94545769031193,16.135641116213353,132813
Iowa,19015,7484,5541,14196,96.17886968343367,9.211845453844374,26419
Iowa,19017,7208,5356,13538,96.29859709064554,6.733264141152049,24784
Iowa,19019,5510,3970,10252,97.43971035107002,10.094453862920805,21034
Iowa,19021,4903,2856,8278,67.0834987428874,12.141670128791027,20268
Iowa,19023,4921,2157,7513,97.51591230551627,9.754081421781361,14687
Iowa,19025,3468,1398,5159,95.4173698559003,12.420868805937568,9799
Iowa,19027,6638,3309,10544,96.60071359065844,8.808238352329534,20366
Iowa,19029,4761,1951,7125,96.83506978572832,12.807805482422177,13180
Iowa,19031,5295,3599,9541,96.99179580674567,6.643914790554302,18407
Iowa,19033,11621,9862,22965,93.28152492668622,11.680274213896361,43064
Iowa,19035,4192,1679,6258,95.56025369978859,10.929897278788971,11404
Iowa,19037,3742,2266,6435,97.38923193586827,10.928457602952276,12063
Iowa,19039,2713,1465,4454,87.36462093862815,11.59816353301268,9286
Iowa,19041,5877,2249,8617,95.70386810399492,9.094881398252184,16325
Iowa,19043,5317,3237,9129,97.56309205293225,9.882611461284913,17647
Iowa,19045,11276,10095,23067,94.01326106693813,13.467319419393627,47236
Iowa,19047,4617,1991,6935,73.36371493674865,14.058752997601918,17036
Iowa,19049,19339,15701,38252,88.31600900423729,4.925365993684815,84185
Iowa,19051,2723,977,3882,97.97884099163113,12.873326467559219,8901
Iowa,19053,2296,1201,3734,94.05293367346938,19.95381689758218,8045
Iowa,19055,5694,2957,9241,97.77912990568908,9.518791710572533,17269
Iowa,19057,9529,8212,19103,91.33984260196584,16.14887726853276,39625
Iowa,19059,6753,3056,10354,97.28631548396459,7.827006698789517,17104
Iowa,19061,23460,22850,49721,93.62402579951626,10.458148076551325,96704
Iowa,19063,3124,1357,4753,90.95276220976781,10.918600849950964,9558
Iowa,19065,5620,3689,9975,95.09741902834008,12.783838805658506,19986
Iowa,19067,4375,3179,8060,94.68198604842019,12.874213028395221,15835
Iowa,19069,3163,1493,4968,89.64903357070193,11.619965853168624,10200
Iowa,19071,2407,963,3595,96.64577957980096,11.62961872515825,6960
Iowa,19073,2820,1691,4821,96.43372798151891,11.197127790867272,9009
Iowa,19075,4527,1856,6872,98.19609507640068,6.341866226259289,12297
Iowa,19077,3628,1732,5750,96.68649107901444,9.890214797136037,10650
Iowa,19079,4463,2726,7694,92.68733850129199,9.3490164266883,15100
Iowa,19081,3977,1587,5871,95.70754716981132,8.83972743395874,10893
Iowa,19083,5254,2787,8533,94.00366972477065,11.01157830591103,17193
Iowa,19085,4902,2131,7465,97.65833871116438,10.946852239128866,14072
Iowa,19087,5779,2904,9404,90.67330703059311,12.419618528610354,19801
Iowa,19089,2611,1677,4559,97.83295063145809,9.844672938087946,9272
Iowa,19091,3568,1252,5087,95.94649924935172,9.963495812754992,9531
Iowa,19093,2655,792,3612,96.91497366440933,10.159100861188147,6957
Iowa,19095,5205,3084,8904,96.69082125603865,7.229970604790793,16184
Iowa,19097,5824,3837,10310,97.17487897075404,13.014019909313598,19390
Iowa,19099,10560,7109,19034,95.24161215446296,10.124049619847938,36661
Iowa,19101,3748,3710,8156,80.17776615907457,13.982333010648595,18172
Iowa,19103,21044,50200,76940,82.33535236175065,17.00086236258361,146633
Iowa,19105,5720,3787,10133,94.95539640658373,10.484627410109432,20384
Iowa,19107,3390,1342,4985,97.71683673469389,12.042989152269987,10177
Iowa,19109,5653,2543,8607,96.47427748114247,11.426261537425049,15133
Iowa,19111,8803,6215,16151,92.63978137233178,13.979886787907986,34456
Iowa,19113,48390,58935,117098,89.80847749640084,9.99075486525216,221900
Iowa,19115,3069,1648,5008,81.67752442996743,11.41269696693688,11188
Iowa,19117,2877,1239,4354,97.46701046564537,14.872155758855266,8556
Iowa,19119,5192,920,6377,97.08210277613703,7.268322228952149,11788
Iowa,19121,5360,2678,8636,96.99753338436676,7.806691449814126,15794
Iowa,19123,7432,2619,10632,94.87042320494533,12.264238595187216,22206
Iowa,19125,10962,5482,17816,96.04385128693994,8.545534370296036,33149
Iowa,19127,9146,7652,17980,78.28914457228613,12.241903094588332,40160
Iowa,19129,5067,2090,7698,96.02371817230555,8.809721071527202,15044
Iowa,19131,3190,1888,5417,97.52872853082911,10.128510233222276,10657
Iowa,19133,3120,1247,4572,96.68931617753361,12.830580898487124,8799
Iowa,19135,2638,1056,3865,96.11148197596796,12.532366649404453,7853
Iowa,19137,3436,1314,5044,95.70112589559876,12.886752778612195,10134
Iowa,19139,9584,8368,19434,81.87077808356267,10.757274192019715,42904
Iowa,19141,5752,1315,7406,95.03105590062113,10.064130593207988,13921
Iowa,19143,2531,552,3213,93.04273137212799,10.507733691997311,6084
Iowa,19145,4893,1807,7044,93.30997392438071,14.708842559309849,15335
Iowa,19147,3081,1398,4703,95.43829543829544,10.327398047099368,9042
Iowa,19149,9680,2885,13190,94.35445575898275,8.415841584158416,25205
Iowa,19151,2702,963,3865,95.71374622356495,11.766453721586688,6848
Iowa,19153,93492,119804,231555,82.37496062637808,10.901292359104435,474768
Iowa,19155,24447,15355,42680,90.8365472267022,10.316126977852445,93508
Iowa,19157,4946,4304,9833,92.98749231084683,11.044581456011382,18292
Iowa,19159,1824,753,2707,96.86346863468634,14.268142681426815,4989
Iowa,19161,3703,1270,5212,96.9824193125164,11.645254869457107,9818
Iowa,19163,39149,40440,86220,84.55558276199804,13.385766148853131,172045
Iowa,19165,4362,1662,6370,95.95222295952223,8.982243395409268,11672
Iowa,19167,14785,2300,18194,90.42205876568462,7.296981619229115,34891
Iowa,19169,19458,25709,50667,85.53034340029495,19.174577842449274,96816
Iowa,19171,4971,3196,8752,86.1918270336579,12.1445811502914,17179
Iowa,19173,2111,758,3029,93.00816411974043,12.299377661316738,6237
Iowa,19175,3525,1922,5832,95.43321864247733,13.20456248438931,12390
Iowa,19177,2527,845,3561,97.575866403304,14.475321443384487,7255
Iowa,19179,8715,5594,15149,86.37809381055095,16.588152161111765,35270
Iowa,19181,14814,10411,27300,95.89814214733204,6.80543099672555,49343
Iowa,19183,6173,3943,10929,93.66491196224361,9.876148256478224,22109
Iowa,19185,2069,719,2940,97.31585518102372,17.86389413988658,6437
Iowa,19187,10056,6305,17430,90.29695413862486,14.318448883666274,36752
Iowa,19189,3447,1931,5787,93.51403678606002,10.523215863355256,10601
Iowa,19191,5344,5254,11362,96.1670377279018,9.368490297116544,20409
Iowa,19193,24727,16210,43718,79.6063668185721,13.314272003838926,102707
Iowa,19195,2453,1530,4257,96.0820895522388,8.88948569893917,7475
Iowa,19197,3800,1896,6026,90.82915857274307,12.590760392563633,12816
Kansas,20001,3651,1433,5454,93.02659956865564,15.54197229013855,12647
Kansas,20003,2435,672,3350,96.2805706521739,12.86807627448437,7814
Kansas,20005,4049,1989,6575,90.90981453474488,15.799183028066938,16373
Kansas,20007,1850,286,2252,94.7136563876652,12.042223179663939,4682
Kansas,20009,7888,1839,10269,86.23713865752082,13.89539122759891,26911
Kansas,20011,4424,1336,6093,93.05555555555556,17.42295730845349,14672
Kansas,20013,2906,863,4036,86.96257130930847,13.256904637832204,9642
Kansas,20015,19073,6573,27657,91.29431762991743,8.897871944986525,66648
Kansas,20017,969,316,1369,92.4963924963925,11.402463249900675,2644
Kansas,20019,1236,197,1481,90.0374531835206,17.48400852878465,3385
Kansas,20021,6182,2005,8620,91.84729860886445,15.762856141405038,20220
Kansas,20023,1173,181,1407,92.3406279733587,11.23076923076923,2671
Kansas,20025,825,120,1005,88.03858520900322,11.51545363908275,2065
Kansas,20027,2891,677,3820,96.18122977346279,10.269592476489029,8079
Kansas,20029,2919,761,3930,95,13.153651232434923,9100
Kansas,20031,3050,727,4068,95.42645241038319,10.3847545531299,8348
Kansas,20033,715,102,867,93.64161849710982,11.69196177627881,1851
Kansas,20035,8270,3551,12621,84.13296398891966,13.963977330049554,35621
Kansas,20037,8624,5199,14891,89.67907236474724,22.316422074960425,38992
Kansas,20039,1210,178,1452,96.15216440752077,14.78229052323454,2837
Kansas,20041,6029,1609,8210,93.65123564218587,11.149751217163342,18981
Kansas,20043,2606,587,3378,91.91272965879264,13.738019169329075,7729
Kansas,20045,14688,31195,50087,81.5898976757633,15.797407567879837,119492
Kansas,20047,1037,212,1319,81.92064923354373,11.206896551724139,2900
Kansas,20049,1048,160,1259,93.82162431489786,17.88,2511
Kansas,20051,8466,2742,11947,92.0777146912704,12.407028134095075,28823
Kansas,20053,1969,521,2679,86.42358417377812,10.19453797231575,6311
Kansas,20055,6350,3195,10159,48.18139060907737,14.27424267597054,36998
Kansas,20057,5114,2149,7718,47.09693496137553,13.417500301313728,34501
Kansas,20059,7185,2892,10965,93.52928957208142,11.948,25547
Kansas,20061,4274,2722,7504,60.14462979702523,11.640532501660457,35208
Kansas,20063,1140,149,1343,96.45708582834331,10.430659818253654,2630
Kansas,20065,1025,188,1284,91.65439371624939,12.282780410742495,2568
Kansas,20067,1804,441,2389,57.32750427675347,12.025400185209683,7685
Kansas,20069,1698,263,2066,85.82919328128696,8.197273186332268,5980
Kansas,20071,534,83,650,83.43815513626835,11.723052714398111,1280
Kansas,20073,2160,485,2840,94.87126673532441,14.827700463883367,6132
Kansas,20075,705,121,876,68.84449244060475,13.478260869565217,2629
Kansas,20077,1996,393,2578,93.18394024276377,14.618720636067945,5680
Kansas,20079,8668,5068,14916,86.76358071920428,10.514708073793699,34774
Kansas,20081,1040,245,1354,70.85932085932086,10.138713745271122,4038
Kansas,20083,855,124,1017,89.53651685393258,9.891891891891893,1833
Kansas,20085,3939,1512,5818,87.74727492935001,8.939186099679928,13259
Kansas,20087,5213,2518,8337,95.71675302245251,9.49435180204411,18856
Kansas,20089,1223,180,1494,96.88832054560955,12.661318451342868,2888
Kansas,20091,137490,129852,290090,83.40278726601996,5.595435175552891,584716
Kansas,20093,1075,174,1316,69.73400431344356,11.58966327329679,3900
Kansas,20095,2530,599,3334,95.48218940052129,10.723638869745002,7414
Kansas,20097,900,114,1079,91.33333333333333,12.950257289879932,2504
Kansas,20099,5335,2291,8107,88.91101831031159,20.756222876240834,20330
Kansas,20101,718,106,871,91.84826472962067,10.08610086100861,1600
Kansas,20103,17638,10209,30301,80.90366581415175,8.753825736030985,80115
Kansas,20105,1179,215,1464,96.31979695431471,12.400265957446809,3077
Kansas,20107,3484,736,4427,95.50318298794528,16.580365634576772,9626
Kansas,20109,1132,149,1357,92.56505576208178,9.906340057636887,2812
Kansas,20111,6552,4649,12288,76.03844966028413,16.26868932796454,33400
Kansas,20113,8549,3226,12742,93.88756419662509,9.720324969444246,28402
Kansas,20115,4003,1204,5624,94.80216399702981,11.1716621253406,12022
Kansas,20117,3307,1072,4673,96.83518841357113,10.302340028991509,9801
Kansas,20119,1415,210,1720,83.54714560615778,10.8530921535077,4251
Kansas,20121,10003,3991,15022,94.7502734232592,8.190069076603786,32963
Kansas,20123,2308,477,2942,96.61229611041405,11.928296197017927,6186
Kansas,20125,8679,2637,12004,84.71612233490377,18.90921796582174,32867
Kansas,20127,1820,601,2624,94.26765967050326,11.762563729060451,5556
Kansas,20129,995,147,1192,77.15784453981878,12.400290065264684,2800
Kansas,20131,4124,725,5122,96.63042019062962,9.30232558139535,10100
Kansas,20133,4431,1501,6314,92.51341312422616,16.35163708592298,16058
Kansas,20135,1228,162,1454,92.31437255753366,11.269070735090153,2956
Kansas,20137,1840,281,2234,90.16136261766025,13.707431998286571,5506
Kansas,20139,4826,1753,7046,95.5498678996037,10.941606307287994,15789
Kansas,20141,1460,233,1788,95.78250261415128,14.200680272108842,3624
Kansas,20143,2283,424,2903,95.82597173144876,10.655172413793103,5919
Kansas,20145,1904,579,2661,86.13165013525699,14.700735036751839,6742
Kansas,20147,2233,300,2664,95.40423484119346,12.612443778110944,5393
Kansas,20149,7612,2225,10693,92.51944943147815,8.1968615042545,23593
Kansas,20151,2838,771,3842,91.47640791476408,11.401218450826805,9572
Kansas,20153,1220,163,1472,94.2929292929293,12.390087929656275,2501
Kansas,20155,15513,6837,24210,87.42597466688599,14.749095275419844,63040
Kansas,20157,2024,375,2529,97.33512786002692,11.416122004357298,4651
Kansas,20159,2837,695,3804,87.28485657104737,12.75131118881119,9809
Kansas,20161,10107,9341,21532,79.6972767778153,18.164189755204614,74548
Kansas,20163,2031,275,2419,95.94049420070601,11.854225070084102,5120
Kansas,20165,1197,233,1503,94.989816700611,12.048192771084338,3074
Kansas,20167,2574,461,3193,94.85870556061987,14.536486290439576,6990
Kansas,20169,13828,6317,22064,84.727281384663,11.952680331832893,55070
Kansas,20171,1865,236,2202,84.75081256771398,7.535641547861507,5011
Kansas,20173,104353,69627,188783,73.5891278532788,14.928117785770196,512641
Kansas,20175,3159,1628,5038,37.11452335252719,13.576024839130628,22756
Kansas,20177,35934,33926,75406,79.22008823333802,10.88664228371633,178154
Kansas,20179,1197,127,1374,95.5719557195572,11.484027496967245,2482
Kansas,20181,2089,347,2612,88.37670930745477,14.400684931506849,5945
Kansas,20183,1661,297,2042,97.28260869565217,14.237573715248525,3678
Kansas,20185,1490,304,1896,87.72483433259704,13.257392147358216,4200
Kansas,20187,492,115,637,65.02659574468085,10.939830929885629,2100
Kansas,20189,1599,220,1891,67.64112903225806,9.98912255257433,5655
Kansas,20191,6984,2076,9722,92.08226221079691,13.540388995969863,23203
Kansas,20193,2908,473,3576,92.83338875956102,10.469602234934149,7811
Kansas,20195,1227,198,1482,96.96838458207016,11.03177436629775,2863
Kansas,20197,2372,776,3380,95.18049155145928,8.098539607611741,6890
Kansas,20199,721,46,798,92.17081850533808,12.094594594594595,1505
Kansas,20201,2194,387,2765,96.53246451012333,10.84470675027665,5568
Kansas,20203,769,140,956,74.61636828644501,11.708253358925145,2131
Kansas,20205,2788,594,3591,94.72732750828563,16.365121979689505,8693
Kansas,20207,1082,273,1443,95.07350019864919,18.366034094564167,3195
Kansas,20209,15806,30146,48781,47.23852304678594,19.375200335330522,164418
Kentucky,21001,6637,1323,8233,94.38428117502107,26.07936954686181,19379
Kentucky,21003,6466,1349,8096,96.7196504337914,18.619503807418326,20729
Kentucky,21005,8242,2634,11422,95.7887859349014,10.646543862848805,22144
Kentucky,21007,3161,816,4101,94.70756516211061,16.17889268972507,8057
Kentucky,21009,13483,4275,18488,92.5562176243375,21.83470037409671,43789
Kentucky,21011,3082,1361,4587,96.81654085986216,24.93630311498315,12271
Kentucky,21013,7764,1720,9718,96.0059723777529,38.70423615104466,27192
Kentucky,21015,39082,15026,57618,90.54476021689136,7.593285341548521,129154
Kentucky,21017,5569,2791,8803,88.26481374252076,17.58409010197352,20057
Kentucky,21019,13591,6021,20454,94.6408722807389,18.20003484927688,48196
Kentucky,21021,8040,4281,12946,88.12405446293494,17.09766884041676,29888
Kentucky,21023,2711,705,3527,97.76580573601647,16.70483307219477,8350
Kentucky,21025,3991,1537,5738,98.31924702266616,34.327440430438124,13189
Kentucky,21027,6484,1960,8774,96.16263133851074,17.31083844580777,19954
Kentucky,21029,26210,8255,36069,96.38626847190316,10.38576802907607,79209
Kentucky,21031,4428,947,5576,96.71313727485499,17.78520818406178,12701
Kentucky,21033,4507,1260,5975,92.78508101498014,20.402717127607957,12619
Kentucky,21035,10367,4749,16049,91.06138227991325,21.18015963511973,38772
Kentucky,21037,25050,14658,42510,94.39716409881515,12.513926244359167,92034
Kentucky,21039,2094,432,2601,95.61710137133637,14.513089005235603,4816
Kentucky,21041,2588,1106,3855,92.1441303794245,20.79427964054498,10599
Kentucky,21043,7587,2276,10278,97.91617333649064,22.581750352126083,27246
Kentucky,21045,5482,767,6439,96.48170982326346,27.846777356517194,15761
Kentucky,21047,14108,7188,22083,69.46055073961384,20.849663425579656,71735
Kentucky,21049,10710,4706,16205,92.34182237933771,15.928099571886253,35889
Kentucky,21051,5861,752,6767,92.90911333086693,42.13736409440467,20683
Kentucky,21053,3809,547,4462,96.79918709513528,25.34704883651253,10220
Kentucky,21055,3290,617,4037,97.27504967357365,18.559928443649373,9163
Kentucky,21057,2502,459,3066,95.74871892199658,25.339571385451254,6736
Kentucky,21059,28907,14163,45807,91.64145836650215,16.405540417801998,99844
Kentucky,21061,4135,979,5244,96.34371159360917,22.29464360324225,12068
Kentucky,21063,2000,740,2855,94.19460343417825,30.747922437673132,7507
Kentucky,21065,4236,1108,5545,98.39285714285714,27.27272727272727,14345
Kentucky,21067,56894,69778,136315,75.81365261666554,17.856533326331544,319052
Kentucky,21069,4722,1348,6260,96.96165461700376,21.248873795827848,14506
Kentucky,21071,11993,4015,16540,98.02155157478951,30.374188621611303,36969
Kentucky,21073,11819,10717,23865,84.29576931809581,13.741959273978777,50241
Kentucky,21075,1549,774,2382,74.66802860061287,29.951014695591322,6180
Kentucky,21077,2443,749,3338,94.03166869671132,14.484614484614486,8728
Kentucky,21079,5904,1453,7623,95.62254647803866,16.268334015076256,17398
Kentucky,21081,7268,1910,9559,96.11221559531698,15.59912674547926,24908
Kentucky,21083,12671,3308,16606,90.48954524477261,20.695404969521363,37148
Kentucky,21085,8219,1959,10576,96.70847967887607,22.11881188118812,26140
Kentucky,21087,4372,832,5333,95.83044583044583,20.375802016498625,11001
Kentucky,21089,11546,4146,16277,97.36682484746851,17.356962885372138,35795
Kentucky,21091,2788,1244,4295,96.68056198857495,12.616125702488818,8737
Kentucky,21093,26971,13944,43156,79.36279318094338,13.812346727943305,106893
Kentucky,21095,9129,1372,10757,96.42788920725883,37.119477497090955,27016
Kentucky,21097,5435,2031,7781,95.50900301268128,15.341094549015342,18588
Kentucky,21099,5320,1730,7264,92.67840593141798,21.82552680423627,18527
Kentucky,21101,12159,6707,19710,89.34777702550214,17.135329023115755,46244
